Timestamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4
2024-12-23 13:08:35,0.0,0.0,0.0,0.0
2024-12-23 13:08:41,0.0,0.0,0.0,0.0
2024-12-23 13:08:46,0.0,0.0,0.0,0.0
2024-12-23 13:08:51,0.0,0.0,0.0,0.0
2024-12-23 13:08:56,0.0,0.0,0.0,0.0
2024-12-23 13:09:01,0.0,0.0,0.0,0.0
2024-12-23 13:09:07,0.0,0.0,0.0,0.0
2024-12-23 13:09:12,0.0,0.0,0.0,0.0
2024-12-23 13:09:17,0.0,0.0,0.0,0.0
2024-12-23 13:09:22,0.0,0.0,0.0,0.0
2024-12-23 13:09:27,0.0,0.0,0.0,0.0
2024-12-23 13:09:33,0.0,0.0,0.0,0.0
2024-12-23 13:09:38,0.0,0.0,0.0,0.0
2024-12-23 13:09:43,0.0,0.0,0.0,0.0
2024-12-23 13:09:48,0.0,0.0,0.0,0.0
2024-12-23 13:09:53,0.0,0.0,0.0,0.0
2024-12-23 13:09:59,0.0,0.0,0.0,0.0
2024-12-23 13:10:04,0.0,0.0,0.0,0.0
2024-12-23 13:10:09,0.0,0.0,0.0,0.0
2024-12-23 13:10:14,0.0,0.0,0.0,0.0
2024-12-23 13:10:19,0.0,0.0,0.0,0.0
2024-12-23 13:10:25,0.0,0.0,0.0,0.0
2024-12-23 13:10:30,0.0,0.0,0.0,0.0
2024-12-23 13:10:35,0.0,0.0,0.0,0.0
2024-12-23 13:10:40,0.0,0.0,0.0,0.0
2024-12-23 13:10:45,0.0,0.0,0.0,0.0
2024-12-23 13:10:51,0.0,0.0,0.0,0.0
2024-12-23 13:10:56,0.0,0.0,0.0,0.0
2024-12-23 13:11:01,0.0,0.0,0.0,0.0
2024-12-23 13:11:06,0.0,0.0,0.0,0.0
2024-12-23 13:11:11,0.0,0.0,0.0,0.0
2024-12-23 13:11:17,0.0,0.0,0.0,0.0
2024-12-23 13:11:22,0.0,0.0,0.0,0.0
2024-12-23 13:11:27,0.0,0.0,0.0,0.0
2024-12-23 13:11:32,0.0,0.0,0.0,0.0
2024-12-23 13:11:37,0.0,0.0,0.0,0.0
2024-12-23 13:11:43,0.0,0.0,0.0,0.0
2024-12-23 13:11:48,0.0,0.0,0.0,0.0
2024-12-23 13:11:53,0.0,0.0,0.0,0.0
2024-12-23 13:11:58,0.0,0.0,0.0,0.0
2024-12-23 13:12:03,0.0,0.0,0.0,0.0
2024-12-23 13:12:09,0.0,0.0,0.0,0.0
2024-12-23 13:12:14,0.0,0.0,0.0,0.0
2024-12-23 13:12:19,0.0,0.0,0.0,0.0
2024-12-23 13:12:24,0.0,0.0,0.0,0.0
2024-12-23 13:12:29,0.0,0.0,0.0,0.0
2024-12-23 13:12:35,0.0,0.0,0.0,0.0
2024-12-23 13:12:40,0.0,0.0,0.0,0.0
2024-12-23 13:13:34,0.0,0.0,0.0,0.0
2024-12-23 13:13:39,0.0,0.0,0.0,0.0
2024-12-23 13:13:44,0.0,0.0,0.0,0.0
2024-12-23 13:13:49,0.0,0.0,0.0,0.0
2024-12-23 13:13:55,0.0,0.0,0.0,0.0
2024-12-23 13:14:00,0.0,0.0,0.0,0.0
2024-12-23 13:14:05,0.0,0.0,0.0,0.0
2024-12-23 13:14:10,0.0,0.0,0.0,0.0
2024-12-23 13:14:15,0.0,0.0,0.0,0.0
2024-12-23 13:14:21,0.0,0.0,0.0,0.0
2024-12-23 13:14:26,0.0,0.0,0.0,0.0
2024-12-23 13:14:31,0.0,0.0,0.0,0.0
2024-12-23 13:14:36,0.0,0.0,0.0,0.0
2024-12-23 13:14:41,0.0,0.0,0.0,0.0
2024-12-23 13:14:47,7.8,0.0,0.0,0.0
2024-12-23 13:14:52,8.2,0.0,0.0,0.0
2024-12-23 13:14:57,8.9,0.0,0.0,0.0
2024-12-23 13:15:02,8.4,0.0,0.0,0.0
2024-12-23 13:15:07,9.8,0.0,0.0,0.0
2024-12-23 13:15:12,12.4,0.0,0.0,0.0
2024-12-23 13:15:18,12.3,0.0,0.0,0.0
2024-12-23 13:15:23,14.1,0.0,0.0,0.0
2024-12-23 13:15:28,14.4,0.0,0.0,0.0
2024-12-23 13:15:33,11.3,0.0,0.0,0.0
2024-12-23 13:15:38,9.4,0.0,0.0,0.0
2024-12-23 13:15:44,8.4,0.0,0.0,0.0
2024-12-23 13:15:49,9.2,0.0,0.0,0.0
2024-12-23 13:15:54,9.1,0.0,0.0,0.0
2024-12-23 13:15:59,8.7,0.0,0.0,0.0
2024-12-23 13:16:05,8.3,0.0,0.0,0.0
2024-12-23 13:16:10,7.8,0.0,0.0,0.0
2024-12-23 13:16:15,7.5,0.0,0.0,0.0
2024-12-23 13:16:20,7.3,0.0,0.0,0.0
2024-12-23 13:16:25,7.3,0.0,0.0,0.0
2024-12-23 13:16:30,17.9,0.0,0.0,0.0
2024-12-23 13:16:36,28.1,0.0,0.0,0.0
2024-12-23 13:16:41,25.5,0.0,0.0,0.0
2024-12-23 13:16:46,17.8,0.0,0.0,0.0
2024-12-23 13:16:51,13.5,0.0,0.0,0.0
2024-12-23 13:16:56,18.2,0.0,0.0,0.0
2024-12-23 13:17:02,13.3,0.0,0.0,0.0
2024-12-23 13:17:07,10.2,0.0,0.0,0.0
2024-12-23 13:17:12,8.8,0.0,0.0,0.0
2024-12-23 13:17:17,8.0,0.0,0.0,0.0
2024-12-23 13:17:22,7.7,0.0,0.0,0.0
2024-12-23 13:17:28,7.4,0.0,0.0,0.0
2024-12-23 13:17:33,7.3,0.0,0.0,0.0
2024-12-23 13:17:38,7.2,0.0,0.0,0.0
2024-12-23 13:17:43,7.1,0.0,0.0,0.0
2024-12-23 13:17:48,7.2,0.0,0.0,0.0
2024-12-23 13:17:54,7.2,0.0,0.0,0.0
2024-12-23 13:17:59,7.2,0.0,0.0,0.0
2024-12-23 13:18:04,7.2,0.0,0.0,0.0
2024-12-23 13:18:09,7.1,0.0,0.0,0.0
2024-12-23 13:18:14,7.1,0.0,0.0,0.0
2024-12-23 13:18:20,7.1,0.0,0.0,0.0
2024-12-23 13:18:25,7.1,0.0,0.0,0.0
2024-12-23 13:18:30,6.8,0.0,0.0,0.0
2024-12-23 13:18:35,7.0,0.0,0.0,0.0
2024-12-23 13:18:40,6.9,0.0,0.0,0.0
2024-12-23 13:18:46,6.9,0.0,0.0,0.0
2024-12-23 13:18:51,6.9,0.0,0.0,0.0
2024-12-23 13:18:56,6.8,0.0,0.0,0.0
2024-12-23 13:19:01,6.8,0.0,0.0,0.0
2024-12-23 13:19:06,6.9,0.0,0.0,0.0
2024-12-23 13:19:12,6.9,0.0,0.0,0.0
2024-12-23 13:19:17,7.0,0.0,0.0,0.0
2024-12-23 13:19:22,7.0,0.0,0.0,0.0
2024-12-23 13:19:27,7.0,0.0,0.0,0.0
2024-12-23 13:19:32,7.1,0.0,0.0,0.0
2024-12-23 13:19:37,7.1,0.0,0.0,0.0
2024-12-23 13:21:37,7.4,0.0,0.0,0.0
2024-12-23 13:21:42,7.4,0.0,0.0,0.0
2024-12-23 13:21:47,7.4,0.0,0.0,0.0
2024-12-23 13:21:53,7.4,0.0,0.0,0.0
2024-12-23 13:21:58,7.4,0.0,0.0,0.0
